,id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,exp_length,quantile
318,951c6beb-03a6-4058-b00f-fad392c27f9c,"A 25-year-old man presents 1 week after discovering that his left testicle is twice the normal size. Physical examination reveals a nontender, testicular mass that cannot be transilluminated. Serum levels of alpha-fetoprotein and human chorionic gonadotropin are normal. A hemiorchiectomy is performed, and histologic examination of the surgical specimen shows the cells grow inalveolar or tubular patterns, the neoplastic cells have an epithelial appearance,exhibit hyperchromatic nuclei with prominent nucleoli.. Compared to normal adult somatic cells, this germ cell neoplasm would most likely show high levels of expression of which of the following proteins?",Desmin,Dystrophin,Cytochrome c,Telomerase,3,single,"The given histological examination is indicative of embryonal carcinoma. The tumor cells are large and have basophilic cytoplasm, indistinct cell borders, large nuclei, and prominent nucleoli.The neoplastic cells may be arrayed in undifferentiated, solid sheets or may form primitive glandular pattern. Somatic cells do not normally express telomerase,(enzyme that adds repetitive sequences to maintain the length of the telomere) Thus, with each round of somatic cell replication, the telomere shoens. The length of telomeres may act as a ""molecular clock"" and govern the lifespan of replicating cells. Cancer cells and embryonic cells express high levels of telomerase Embryonal carcinoma with papillary growth -The other choices are not involved in malignant transformation.",Pathology,General Concepts,777,2
644,21f91223-d65b-4b42-9cad-088f4574f40b,"A 33-year-old woman presents with black stools. Laboratory studies demonstrate a hypochromic, microcytic anemia. Upper GI endoscopy reveals a duodenal ulcer. Which of the following best describes the stools in this patient with peptic ulcer disease?",Hematemesis,Hematobilia,Hematochezia,Melena,3,single,"Melena (black stool) is a symptom of upper gastrointestinal bleeding. Blood from ruptured esophageal varices or a peptic ulcer is partially digested by hydrochloric acid. Hemoglobin is transformed into a black pigment (hematin), which imparts a typical ""coffee-grounds"" color to the stool. Hematemesis (choice A) is vomiting of blood. Hematobilia (choice B) is bleeding into the biliary passages, as a complication of trauma or neoplasia. Hematochezia (choice C) is passage of bloody stools caused by lower gastrointestinal hemorrhage. Steatorrhea (choice E) is passage of fatty stools caused by pancreatic disease and malabsorption.Diagnosis: Peptic ulcer disease",Pathology,Hemodynamics,664,2
2530,46a7531f-b5f3-4c37-a6c4-1087d06b0329,Emperioplosis is seen in which of the following conditions?,Alcoholic hepatitis,Acute hepatitis,Chronic hepitis,Autoimmune hepatitis,3,single,"Condition Explanation Image Autoimmune hepatitis Emperipolesis Penetration of one cell, into a bigger cell. Rosai Dorfman disease Penetration of lymphocytes into megakaryocyte. Penetration of lymphocytes or plasma cells into a hepatic cell. Interphase hepatitis Hepatic rosette formation Alcoholic hepatitis Hepatocyte swelling & necrosis Mallory-denk bodies Neutrophilic reaction Acute Hepatitis Chronic Hepatitis Poal inflammation is minimal or absent Poal inflammation is dense & prominent Parenchymal injury is scattered throughout Spotty necrosis Lobular hepatitis Lobular hepatitis, Interface hepatitis is seen Bridging necrosis is seen only in severe acute hepatitis Bridging necrosis & fibrosis is seen",Pathology,JIPMER 2018,710,2
5010,fb586c50-5ab5-4c68-b91e-15c4ec724f7c,CD marker specific for myeloid series aEUR',CD34,CD45,CD99,CD117,3,single,"CD 117 Immunoloyical markers commonly used to detect myeloid lineage: - CD13Q CD33Q CD10Q CDI5Q CD4Q CD117Q cMPO (Lineage specific) ""In the myeloid lineage the most useful antigens for recognizing myeloblasts include CD13, CD33, CD117 and cMPO. - Other antigens such as I/b and CD16 are less useful because their expressions vary highly among the AML's and they may appear or disappear at relapse and therefore may not be useful for follow up purpose.""- (Flow cytometry in hematopathology by Doyen Nguyen MD Lawrence W. Diamond., MD, Raul C. Bryaland). Immunological markers commonly used in classification of Acute leukemia",Pathology,,624,2
1455,e5f5e720-08e5-4b30-a7da-adfacf83b589,The most common nerve in the neck from which schwannoma arises -,Trigeminal,Accessory,Hypoglossal,Vestibular poion of the acoustic nerve,3,single,"Schwannomas or neurilemmomas arise from cranial and spinal nerve roots. An acoustic schwannoma or acoustic neuroma is an intracranial schwannoma located within the internal auditory canal originating from the vestibular poion of the acoustic nerve. Intraspinal schwannomas are found as intradural tumors in the thoracic region. In the peripheral nerves, they occur as a solitary nodule on any sheathed sensory, motor, or autonomic nerve. Multiple schwannomas are uncommon and occur in von Recklinghausen's disease. Textbook of pathology Harsha Mohan 6th edition page no 893",Pathology,Nervous system,573,2
4261,60795bac-b623-4cb7-8ff5-25a3ed2db5e0,"In apoptosis, permeabilization of the membrane occurs in",Nuclear membrane,Cytoplasmic membrane,Lysosome,Mitochondrial membrane,3,single,"Mitochondria contain several proteins that are capable of inducing apoptosis; these proteins include cytochrome c and other proteins that neutralize endogenous inhibitors ofapoptosis. When cells are deprived of growth factors and other survival signals, or are exposed to agents that damage DNA, or accumulate unacceptable amounts of misfolded proteins, a number of sensors are activated. These sensors are members of the Bcl-2 family called ""BH3 proteins"" (because they contain only the third of multiple conserved domains of the Bcl-2 family). They, in turn, activate two pro-apoptotic members of the family called Bax and Bak, which dimerize, inse into the mitochondrial membrane, and form channels through which cytochrome c and other mitochondrial proteins escape into the cytosol.( Robbins Basic Pathology, 9th edition, page 18 )",Pathology,General pathology,835,2
2227,3df26a02-fea0-4384-aa2c-60743f557ea6,Which of the following interstitial lung diseases is not associated with smoking?,Desquamative interstitial pneumonitis,Respiratory bronchiolitis-interstitial lung disease,Idiopathic pulmonary fibrosis,Bronchiolitis obliterans organizing pneumonia,3,single,"Desquamative interstitial pneumonitis, respiratory bronchiolitis-interstitial lung disease, pulmonary Langerhans cell histiocytosis, Goodpasture's disease, and pulmonary alveolar proteinosis are almost always associated with cigarette smoking. Bronchiolitis obliterans organizing pneumonia (BOOP), or cryptogenic organizing pneumonia, is often an idiopathic syndrome that presents in the fifth to sixth decade of life with dyspnea on exeion, cough, fevers, malaise, and weight loss. The cause in most instances is unknown, although BOOP may occur concomitantly with primary pulmonary disorders as a nonspecific reaction to lung injury. BOOP usually responds to steroid therapy, which induces clinical recovery in two-thirds of patients. It is not associated with previous tobacco use.",Pathology,,784,2
5603,eab13d87-25a9-4e10-8caa-7813c3701a19,"A leukemic patient develops disseminated intravascular coagulation. Examination of the marrow reveals hypergranular promyelocytes, some of which contain multiple Auer rods. The diagnosis of acute promyelocytic leukemia is made. Which of the following translocations is associated with the development of this disorder?",t (4;11),t (6;9),t (8;14),t (15;17),3,single,"Acute promyelocytic leukemia (M3 by the FAB classification) is associated with a t(15;17) (q22;q11) translocation. Disseminated intravascular coagulation can occur in this disorder due to the release of procoagulant substances from the leukemic cells, especially during treatment. The t(4;11)(q21;q23) translocation is associated with acute lymphocytic leukemia (ALL) and undifferentiated leukemia. The t(6;9)(p23;q34) translocation is found in subtypes of AML with basophilia (M1, M2, M4). Burkitt's leukemia, which is related to Burkitt's lymphoma, is associated with t(8;14) (q 24;q32). The t(8;21) (q22;q22) translocation (choice D) is seen in M2 leukemia, also known as acute myeloid leukemia (AML) with maturation, and some M4 (AML with granulocytic and monocytic maturation).",Pathology,,782,2
6062,8120e26a-abbd-43c0-b9bb-77a11661b02a,"A 68-year-old coal miner with a history of smoking and emphysema develops severe air-flow obstruction and expires. Autopsy reveals a ""black lung,"" with coal-dust nodules scattered throughout the parenchyma and a central area of dense fibrosis. The coal dust entrapped within this miner's lung was sequestered primarily by which of the following cells?",Endothelial cells,Fibroblasts,Lymphocytes,Macrophages,3,single,"Macrophages. Coal workers' pneumoconiosis reflects the inhalation of carbon particles. The characteristic pulmonary lesions of simple coal worker's pneumoconiosis include nonpalpable coal-dust macules and palpable coal-dust nodules, both of which are typically multiple and scattered throughout the lung as 1- to 4-mm black foci. Nodules consist of dust-laden macrophages associated with a fibrotic stroma. Nodules occur when coal is admixed with fibrogenic dusts such as silica and are more properly classified as anthracosilicosis. Coal-dust macules and nodules appear on a chest radiograph as small nodular densities. The other choices are not phagocytic cells.Diagnosis: Anthracosilicosis, coal workers' pneumoconiosis",Pathology,Inflammation & Repair,722,2
6183,8414c2f4-782a-478e-949f-2d031b5011e3,which of the following is not a theory of mechanism of AGING ?,free radicle theory,crosslinking the collagen theory,telomerase shoening theroy,lysosomal degeneration theory,3,single,MECHANISMS OF AGING Theory Principle DNA & Genetic Theory -Aging is predetermined by genetic programmng. Neuroendocrine Theory -Loss of hypothalamic regulation and cell sensitivity to ormones. Free Radical Theory Cellular damage by production of metabolic free adicals. Membrane Theory -Decline in cell efficiency loss of lipid in cell membane. Hayflick Limit Theory Limitation of cell division. Mitochondial Decline Theory -Dysfunction of mitochondria in cells. Cross-Linking Theory Impairment of protein functions glycosylation. ref : robbins 10th ed,Pathology,All India exam,552,2
537,aab24930-96ba-4192-b1bf-24d497d10a96,AFP is a marker is tumor marker for -,Hepatocellular carcinoma,Prostate carcinoma,Renal cell carcinoma,Colon carcinoma,0,single,"Ans. is 'a' i.e., Hepatocellular carcinoma Tumor MarkersCancerNon-Neoplastic ConditionsHormonesHuman chorionic gonadotropino Gestational trophoblastic disease, gonadal germ cell tumoro Medullary' cancer of the thyroido PheochromocytomaPregnancyCalcitoninCatecholaminesOncofetal AntigensAlphafetoproteinCarcinoembryonic antigeno Hepatocellular carcinoma, gonadal germ cell tumoro Adenocarcinomas of the colon, pancreas, lung, breast, ovary others othersCirrhosis, hepatitisPancreatitis, prostatic hypertrophyHepatitis, hemolytic anemia, manyEnzymesProstatic acid phosphataseNeuron-specific enolaseLactate dehydrogenaseo Prostate cancero Small cell cancer of the lung, neuroblasotmao Lymphoma. Ewing's sarcoma othersProstatitis, prostatic hypertrophyHepatitis, hemolytic anemia, manyTtimor Associated ProteinsProstatic - specific antigenMonoclonal immunoglobulinCA - 125CA 19-9CA - 15-3CD 30CD 25o Prostate cancero Myelomao Ovarian cancer, some lymphomaso Colon, pancreatic, breast cancero Breast cancero Hodgkin's disease, anaplastic large cell lymphomao Hairy ceil leukemia, adult T cell leukemia/lymphomaProstatitis, prostatic hypertrophy Infection, MGUSMenstuation, peritonitis, pregnancy Pancreatitis, ulcerative colitisNew Molecular markerso p53, APC. RAS mutation in stool & serumo Colon cancero p53, RAS mutation in stool & serum3 Pancreatic carcinomao p53, RAS mutation in sputum & serum3 Lung carcinomao p53 mutation in urineo Bladder carcinoma",Pathology,Hallmarks of Cancer,1452,3
4384,3270b90a-b325-497a-8a82-51aa6685ab95,CA 19-9 is a marker for which of the following:September 2011,Pancreatic carcinoma,Breast carcinoma,Ovarian carcinoma,Lung carcinoma,0,single,"Ans. A: Pancreatic carcinomaCA 19-9 is tumour marker for colon cancer and pancreatic cancerCA19-9/ Carbohydrate antigen 19-9/ Cancer antigen 19-9/ Sialylated Lewis (a) antigenIt was discovered in patients with colon cancer and pancreatic cancer in 1981.Increased levels of CA19-9 are also found in non-malignant conditions, such as Mirizzi's syndrome and diseases ofthe bile ducts and liver.Guidelines from the American Society of Clinical Oncology discourage the use of CA19-9 as a test for cancer, paicularly pancreatic cancer.The reason is that the test may be falsely normal (false negative) in many cases, or abnormally elevated in people who have no cancer at all (false positive).The main use of CA19-9 is therefore to see whether a pancreatic tumor is secreting it; if that is the case, then the levels should fall when the tumor is treated, and they may rise again if the disease recurs.In patients who lack the Lewis antigen (a blood type protein on red blood cells), which is about 5% of the population, CA19-9 is not elevated in pancreatic cancer even with large tumors because they have a deficiency of a fucosyltransferase enzyme that is needed to produce CA19-9 as well as the Lewis antigen",Pathology,,1205,3
3507,a7dd13ed-f90e-432b-959c-c4693371d867,'Lacunar type' of Reed-Sternberg (RS) cells are seen in which type of Hodgkin's lymphoma?,Nodular sclerosis,Lymphocyte predominance,Lymphocyte depletion,Mixed cellularity,0,single,"Ans a (Nodular Sclerosis) (Ref. Robbin's Pathology 8th/Table 12-8.; 7th/table 14-6)SubtypeMorphotogy and ImmunophenotypeTypical Clinical FeaturesNoduiar selerosisFrequent lacunar cells and occasional diagnostic R-S cells: background infiltrate composed of T lymphocytes, eosinophils, macrophages and plasma cells, fibrous bands dividing cellular areas into nodules. R-S cells CD15+, CD30+, EBV.Stage 1 or 2 disease most common. Ferquent mediastinal involvement F = M, most patients young adultsMixed cellularityFrequent mononuclear and diagnostic R-S cells; background infiltrate in T lymphocytes, eosinophils, macrophages, plasma cells. R-S cells CD15+, CD30+; 70% EBV+.More than 50% present as stage 3 or 4 disease. M>F. Biphasic incidence, peaking in young adults and again in adults older than 55.Lymphocyte-richFrequent mononuclear and diagnostic R-S cells; background infiltrate rivh in T lymphocytes. R-C cells. CD15+, CD30+; 40% EBV+.Uncommon. M>F. Tends to be seen in older adults.Lymphocyte depletionReticular variant: Frequent diagnostic R-S cells and variants with a paucity of background reactive cells; diffuse fibrosis variant; hypocellular fibrillary background with scattered diagnostic R-S cells and variants and few reactive cells. R-S cells CD15+, CD30+; most EBV+.Uncommon. More common in older males, HIV-infected individuals, and in developing countries. More likely to present with advanced disease.Lymphocytes predominanceFrequent 1 & II (popcorn cell) variants in a background of follicular dendritic cells and reactive B cells. R-S cells CD20+. CD15, C30; EBV.Uncommon. Young males with cervical or axillary lymphadenopathy. Mediastinal.SUMMARY OF THE MORE COMMON LYMPHOID NEOPLASMSEntityFrequencySalient MorphologyImmunophenotypeCommentsPrecursor B-cell lym- phoblastic leukemia/ lymphoma85% of childhood acute leukemiaLymphoblasts with irre- gular nuclear contours, condensed chromatin, small nucleoli, and scant agranular cytoplasmTdT+immature B cells (CD19+, variable expression of other B-cell markers)Usually presents as acute leukemia; less common in adults; prognosis is predicted by karyotypePrecursor T-cell leukemia/ lymphoma15% of childhood acute leukemia; 40% of child- hood lymphomasIdentical to precursor B-cell lymphoblastic leukemia/lymphomaTdT+immature T cells (CD2+, CD7+, variable expression of other T-cell markers)Most common in adolescent males; often presents as a mediastinal mass due to thymic involvement; asso with NOTCH1 mutationSmall lymphocytic lymphoma/chronic lymphocytic leukemia3% to 4% of adult lymphomas; 30% of all leukemiasSmall resting lymphocytes mixed with variable numbers oflarge activated cells; lymph nodes diffusely effacedCD5+B-cell expressing surface IgOccurs in older adults; usually involves nodes, marrow, and spleen; most patients have peripheral blood involvement; indolentFollicular lymphoma40% of adult lymphomasFrequent small ""cleaved"" cells mixed with large cells; growth pattern is usually nodular (follicular)CD10+BCL2+mature B cells that express surface IgOccurs in older adults; usually involves nodes, marrow, and spleen; associated with t(14;18); indolentMantle cell lymphoma3% to 4% of adult lymphomasSmall to intermediate- sized irregular lymphocytes growing in a diffuse patternCD5+mature B cells that express cyclin D1 and have surface IgOccurs mainly in older males; usually involves nodes, marrow, and spleen; GI tract also commonly affected; t(11;14) is characteristic; moderately aggressiveExtranodal marginal zone lymphoma<5% of adult lymphomasVariable cell size and differentiation; 40% show plasmacytic differentiation; B cells home to epithelium, creating ""lymphoepithelial lesions""CD5- CD10- mature B cells with surface IgFrequently occurs at extranodal sites involved by chronic inflammation; very indolent; may be cured by local excisionDiffuse large B-cell lymphoma40% to 50% of adult lymphomasVariable; most resemble large germinal center B cells; diffuse growth patternMature B cells with variable expression of CD10 and surface IgOccurs in all ages, but most common in older adults; often arise at extranodal sites; aggressiveBurkitt lymphoma<1% of lymphomas in the United StatesIntermediate-sized round lymphoid cells with several nucleoli; diffuse tissue involvement associated with apoptosis produces a ""starry-sky"" appearanceMature CD10+B cells expressing surface IgEndemic in Africa, sporadic elsewhere; increased frequency in immunosuppressed patients; predominantly affects children; often presents with visceral involvement; highly aggressivePlasmacytoma/ plasma cell myelomaMost common lymphoid neoplasm in older adultsPlasma cells in sheets, sometimes with prominent nucleoli or inclusions containing IgTerminally differentiated plasma cells containing cytoplasmic IgMyeloma presents as disseminated bone disease, often with destructive lytic lesions. Hypercalcemia, renal insufficiency, and bacterial infections are commonMycosis fungoidesMost common cutaneous lymphoid malignancyIn most cases, small lymphoid cells with markedly convoluted nuclei; cells often infiltrate the epidermis (Pautrier microabscesses)CD4+mature T cellsPresents with localized or more generalized skin involvement; generally indolent. Sezary syndrome, a more aggressive variant, is characterized by diffuse skin erythema and peripheral blood involvementPeripheral T-cell lymphoma, not otherwise specified (NOS)Most common adult T-cell lymphomaVariable; usually a spectrum of small to large lymphoid cells with irregular nuclear contoursMature T-cell phenotype (CD3+)Probably spans a diverse collection of rare tumors. Often disseminated, generally aggressive",Pathology,Blood,5655,3
2706,b23ca1af-7ce7-453f-9304-828ffc22ee10,"A 25-year-old man experiences acute onset of fever, cough, dyspnea, headache, and malaise a day after moving into a new apartment. His symptoms subside over 3 days when he visits a friend in another city. On the day of his return, the symptoms recur. There are no remarkable findings on physical examination. A chest radiograph also is unremarkable. Which of the following pathogenic mechanisms is most likely to produce these findings?",Antigen-antibody complex-mediated injury,Antibody-mediated injury to basement membrane,Formation of mycolic acid as a result of tubercular infection,Generation of prostaglandins by basophil recruitment,0,single,"Hypersensitivity pneumonitis has acute symptoms that occur soon after exposure to an antigen, often actinomycetes or fungi (molds) growing in contaminated HVAC systems (air conditioner or ventilation ducts). The symptoms improve when the patient leaves the environment where the antigen is located. The pulmonary pathologic changes are usually minimal, with interstitial mononuclear infiltrates. It is mainly a type III hypersensitivity reaction, but with more chronic exposure to the antigen, there may be a component of type IV hypersensitivity with granulomatous inflammation and fibrosis. Attachment of antibody to basement membrane occurs in Goodpasture syndrome. Mycolic acid is a component of the cell wall of mycobacteria, and infections with these organisms are chronic, not episodic. Prostaglandins are produced by the cyclooxygenase pathway of arachidonic acid metabolism during acute inflammation, and they mediate pain and vasodilation. Histamine release is characteristic of a type I hypersensitivity reaction that more typically occurs in allergic disease. A toxic injury is more typical of inhalation of a toxic gas, such as sulfur dioxide (so-called silo filler's disease).",Pathology,Respiration,1190,3
6270,16ad6c75-c769-41ad-85f2-bc3b4cec9a39,Primary pleural tumor is ?,Mesothelioma,Myxoma,Lipoma,Fibroma,0,single,"Ans. is 'a' i.e., Mesothelioma & 'd' i.e., Fibroma The pleura may be involved by primary or secondary tumors. Primary tumors Benign - Solitary fibrous tumor (benign fibrous mesothelioma or benign mesothelioma or pleural fibroma). Malignant - Malignant mesothelioma. Secondary tumors More common than primary tumors. Most common primary sites are lung and breast. Pleural fibroma (Benign fibrous mesothelioma) This is the primary benign lesion of pleura. The tumor is often attached to the pleural surface by a pedicle. These tumor do not usually produce a pleural effusion and have no relationship to asbestos exposure (in contrast to malignant mesothelioma). They consist of dense fibrous tissue with occasional cysts filled with viscid fluid. Microscopically, the tumors show whorls of reticulin and collegen fibers among which are interspersed spindle cells resembling fibroblasts. The tumor cells are CD 34 (+)ve and keratin negative by immunostaining. This feature can be diagnostically useful in distinguishing these lesions from malignant mesothelomas which is CD34 (-)ve and keratin positive.",Pathology,,1100,3
2046,03683d48-09db-4bc5-96b8-1bf740cd0de3,"A 40-year-old woman has experienced chest pain on exertion for the past 2 months. A month ago, she had pneumonia with Streptococcus pneumoniae cultured from her sputum. On physical examination, she has a body mass index of 35. A random blood glucose value is 132 mg/dL. The next day, fasting blood glucose is 120 mg/dL, followed by a value of 122 mg/ dL on the following day. She is given an oral glucose tolerance test, and her blood glucose is 240 mg/dL 2 hours after receiving the standard 75-g glucose dose. On the basis of these findings, she is prescribed an oral thiazolidinedione (TZD) drug. After 2 months of therapy, her fasting blood glucose is 90 mg/ dL. The beneficial effect of TZD in this patient is most likely related to which of the following processes?",Activation of PPARg nuclear receptor in adipocytes,Decreased production of insulin autoantibodies,Greater density of insulin receptors in adipocytes,Increased half-life of circulating plasma insulin,0,single,"The clinical features of obesity with angina and glucose intolerance in this patient strongly suggest type 2 diabetes mellitus. This is confirmed by the oral glucose tolerance test (>200 mg/dL at 2 hours), useful in this case because her fasting blood glucose levels of 120 mg/dL and 122 mg/dL did not quite reach the diagnostic criterion of 126 mg/dL. The fundamental abnormality in type 2 diabetes mellitus is insulin resistance. Several adipocyte-derived molecules, such as adiponectin and resistin, have been implicated in the causation of insulin resistance, establishing the link between obesity and type 2 diabetes mellitus. The nuclear receptor peroxisome proliferator-activated receptor-gamma (PPARg) has emerged as a key molecule in the regulation of insulin resistance through its actions on adipocyte hormones. TZDs bind to and activate PPARg in adipocytes, and increase the levels of the insulin-sensitizing hormone adiponectin and reduce the levels of free fatty acids and resistin, both of which increase insulin resistance. Insulin autoantibodies are seen with type 1 diabetes mellitus. Beta-cell loss and density of insulin receptors are not major factors in the pathogenesis of type 2 diabetes mellitus. TZDs do not affect the metabolism of insulin. Glucagon excess worsens diabetes, but TZDs do not affect its secretion. Beta cells do not regenerate, but many antidiabetogenic drugs in type 2 diabetes mellitus are designed to work with the beta cells that are left.",Pathology,Endocrine,1485,3
2725,be973623-ed5b-4996-868d-9cd33baac85a,Which of the following conditions is associated with decreased E-cadherin?,Invasive lobular carcinoma,Fibroid,Ductal carcinoma,Intestinal carcinoma,0,single,"Ans. is 'a' i.e., Invasive lobular carcinoma * Cadherin-1 (E-cadherin) is a protein that is encoded by the CDH1 gene (tumor suppressor gene).* Loss of E-cadherin function or expression has been implicated in cancer progression and metastasis. E-cadherin downregulation decreases the strength of cellular adhesion within a tissue, resulting in an increase in cellular motility. This in turn may allow cancer cells to cross the basement membrane and invade surrounding tissues.* E-cadherin is also involved in causation of breast cancer. When compared with invasive ductal carcinoma, E-cadherin expression is markedly reduced or absent in the great majority of invasive lobular carcinomas.* Inactivation of CDH1 in 56% of lobular breast carcinomas.* Complete loss of E-cadherin protein expression in 84% of lobular breast carcinomas.Also know* Germline mutations in CDH1 are associated with familial gastric cancers, which are usually of diffuse type.",Pathology,Neoplasia,949,3
2323,76331b71-e7ac-4491-bd08-e836ef7d547f,Amyloid deposits are seen in which thyroid malignancy?,Medullary Ca,Papillary Ca,Anaplastic Ca,Follicular Ca,0,single,"Ans: A (Medullary Ca) Ref: Robbins Pathologic Basis of Disease, 8th edition.Explanation:""Acellular amyloid deposits, derived from altered calcitonin polypeptides, are present in the adjacent stroma in many cases of Medullary carcinoma of thyroid"" Ref: RobbinsMedullary Carcinoma of ThyroidThese are neuroendocrine neoplasms derived from the parafollicular cells, or C cells,Accounts for approximately 5% of thyroid neoplasms.Medullary carcinomas, similar to normal C cells, secrete calcitonin, the measurement of which plays an important role in the diagnosis and postoperative follow-up of patients.May also secrete other polypeptide hormones, such as serotonin, ACTH, and vasoactive intestinal peptide (VIP).About 70% of tumors arise sporadically.The remainder occurs in the setting of MEN syndrome 2A or 2B or as familial tumors without an associated MEN syndrome.Activating point mutations in the RET protooncogene (chr 10) - both familial and sporadic medullary carcinomas.Cases associated with MEN types 2A or 2B occur in younger patients.Familial medullary carcinomas arises in 4th - 5th decade.MorphologySporadic medullary thyroid carcinomas present as a solitary nodule.In contrast, bilaterality and multicentricity are common in familial cases.Larger lesions often contain areas of necrosis and hemorrhage and may extend through the capsule of the thyroid.The tumor tissue is firm, pale gray to tan. and infiltrative.Microscopically, medullary carcinomas are composed of polygonal to spindle-shaped cells, which may form nests, trabeculae, and even follicles.Small, more anaplastic cells are present in some tumors and may be the predominant cell type. Acellular amyloid deposits derived from calcitonin polypeptides are present in adjacent stroma.Calcitonin is readily demonstrable within the cytoplasm of the tumor cells and in stromal amyloid by immunohistochemical methods.One of the peculiar features of familial medullary cancers is the presence of multicentric C-cell hyperplasia in the surrounding thyroid parenchyma, a feature that is usually absent in sporadic lesions.Foci of C-cell hyperplasia are believed to represent the precursor lesions from which medullary carcinomas arise*Clinical CourseSporadic cases presents with mass in the neck and dysphagia or hoarseness.Paraneoplastic syndrome can occur, caused by the secretion of a peptide hormone (e.g., diarrhea due to the secretion of VIP, or Cushing syndrome due to ACTH).Notably, hypocalcemia is NOT a prominent feature, despite the presence of raised calcitonin levels.Secretion of carcinoembryonic antigen (CEA) by the neoplastic cells is a useful biomarker.",Pathology,Thyroid and Parathyroid,2638,3
4669,bc44cc1c-55ba-44bd-9155-e882149fb23a,Juvenile papillomatosis is caused by:,HPV,"B, EBV",CMV,Herpes virus,0,single,"Ref: Rabbins Pathologic Basis of Disease. 8th editionExplanation:Juvenile Papillomatosis of the breast* It is a relatively common benign localised proliferative lesion in the breast.* It is mainly seen in young women (mean age: 19-23 years)* Caused by HPV 6 and 11.Clinical presentation* Patients present with a firmt well-defined, mobile mass often in the periphery of the breast.* There is usually no nipple discharge.Pathology* Papillary proliferation of the ductal epithelium which partly fills up smaller ducts causing distension.* Grossly, well-circumscribed mass containing multiple small cysts (<2 cm) within a dense fibrous stroma (therefore sometimes termed swiss cheese disease by pathologists).* Lesions can vary in size, usually ranging from 1 to 8 cm.Radiographic featuresBreast ultrasound* They can appear as an ill-defined, inhomogenous hypoechoic mass with multiple small (up to 4mm) predominantly peripheral cysts.* Microcalcifications may be seen at sonography.Mammography* These lesions are usually negative on mammography.* Occasionally may show microcalcifications, an asymmetric density or a prominant intraductal pattern.Galactography* May show a multiple irregular filling defects within the breasts.Breast MRISignal characteristics according to one report include* T1 : hypo-intense lobulated mass* T2 : may show- presence of multiple small internal cysts, best shown on this sequence and is considered the most specific feature* T1 C+ (Gd) : may or may not show marked rapid enhancement* Dynamic sequence: shows a benign enhancement profile.Complications* Despite being a benign entity, it is considered by some to be a marker for familial breast cancer.* Approximately /0% develop breast cancer later in life.",Pathology,Infectious Disease,1737,3
2360,980e08a4-696f-4f83-be26-e0b99b019b20,"A 30 year old male patient presents with the following symptoms, breathlessness, irritability and confusion. He gives a history of fracture of his right arm 3 days ago. On physical examination, a diffuse petechial rash is seen. Blood examination reveals thrombocytopenia. The most likely diagnosis for this patient will be?",Fat embolism syndrome,Dengue,Caisson disease,Trosseau syndrome,0,single,"Symptomatic fat embolism syndrome is characterized by pulmonary insufficiency, neurologic symptoms, anemia, thrombocytopenia, and a diffuse petechial rash that is fatal in 10% of cases. 
Clinical signs and symptoms appear 1 to 3 days after injury as the sudden onset of tachypnea, dyspnea, tachycardia, irritability, and restlessness, which can progress rapidly to delirium or coma. Thrombocytopenia is attributed to platelet adhesion to fat globules and subsequent aggregation or splenic sequestration; anemia can result from similar red cell aggregation and/or hemolysis. A diffuse petechial rash (seen in 20%–50% of cases) is related to rapid onset of thrombocytopenia and can be a useful diagnostic feature.
The pathogenesis of fat emboli syndrome involves both mechanical obstruction and biochemical injury. Fat microemboli occlude pulmonary and cerebral microvasculature, both directly and by triggering platelet aggregation. This deleterious effect is exacerbated by fatty acid release from lipid globules, which causes local toxic endothelial injury. Platelet activation and granulocyte recruitment (with free radical, protease, and eicosanoid release) complete the vascular assault.
Robin’s Textbook of pathology 10th ed Page 112",Pathology,,1238,3
1435,a603479e-491d-4dac-bbc4-53c9287c7f83,Tumorogenesis in aging is due to aEUR',Telomerase reactivation,Telomerase inactivation,Increased apoptosis,Suppression of proto-oncogenes,0,single,"Telomerase reactivation After a fixed number of divisions, normal cells becomes arrested in a terminally nondividing state. How does the normal cells count their divisions i.e. How, do the cells find out that now the), do'nt need to divide fuher. Cells achieve this through telomer shoening Telomers are sho repeated sequences of DNA present at the linear ends of chromosome that are impoant for ensuring complete replication of chromosome ends. It consists of many arrays of TTAGGG repeats at terminal of 3' ending strand. It confers stability to chromosomes. With each successive division there is some shoening of the telomers. Once the telomers are shoened beyond a ceain point the ends of the chromosome are seen as broken DNA, which signals cell cycle arrest. The broken DNA leads to activation of p53 dependent cell cycle check points causing proliferative arrest or apoptosis. Thus telomere shoening functions as a clock that counts cell division. How do the germ cells keep on dividing throughout their life ??? In germ cells telomere shoening is prevented by the sustained function of the enzyme telomerase. Telomerase is a reverse transcriptase and is responsible for telomer synthesis and maintaining the length of telomer. It is RNA dependent DNA polymerase. It has one segment that is complimentary to TTAGGG repeat and is used as template for the replication of telomeric sequence. This enzyme is absent from most somatic cells and hence they suffer progressive loss of telomers and they exit the cell cycle. Telomerase is present in Germ cells thus explaining the ability of these cells to self replicate extensively. If loss of telomere is the basis of finite life span then how do cancer cells continue to divide actively ???? In cancer cells telomerase activity is reactivated. Telomerase activity has been detected in more than 90% of human tumours. Thus telomerase activity and maintenance of telomere length are essential for the replicative potential in cancer cells.",Pathology,,1990,3
